Marital_Status,Occupation,Num_Bank_Accounts,Num_Credit_Cards,Credit_Utilization_Ratio,Outstanding_Debt,Monthly_Balance,Credit_Score,Credit_Mix,Num_Loans,Loan_Types,Credit_Inquiries,Total_EMI,Min_Amount_Paid,Payment_Behaviour,Collateral_Type,Collateral_Value,Interest_Rate,Due_Date_Delay,Delayed_Payments,Credit_Limit_Change
Single,Lawyer,5,21,40.84400209709453,2789.27,423.6321402808195,Standard,Bad,-6.0,sdv-pii-bhtww,8.0,1384.3916547345086,,Low_spent_Small_value_payments,Bonds,98761,63,16,16.0,0.3408752619036699
Widowed,Teacher,4,1,41.51328788148247,4984.82,543.6321478450895,Good,Standard,-5.0,sdv-pii-l6sfr,1.0,0.0,,High_spent_Medium_value_payments,Property,199002,48,11,13.0,11.60990998118427
Single,Doctor,10,1,36.27861367979117,1232.48,602.802491935308,Poor,Bad,-100.0,sdv-pii-znvfc,1.0,1671.6448148218105,,Low_spent_Small_value_payments,Property,68469,64,2,24.0,2.3255072856832033
Married,Manager,8,26,29.785886189922582,3284.8,532.7975725144596,Good,Standard,1.0,sdv-pii-hxk79,3.0,1658.9569726522705,,High_spent_Large_value_payments,Stocks,168486,1,0,13.0,-0.4258296770263721
Married,Scientist,5,1,30.80725112884735,3195.92,360.5876327147338,Poor,Standard,-2.0,sdv-pii-7erno,11.0,0.0,,Low_spent_Medium_value_payments,Vehicle,106230,113,39,8.0,3.8844436598507155
Engaged,Entrepreneur,10,1,34.489877188318054,1957.05,274.8183374719193,Good,Bad,8.0,sdv-pii-q4kas,4.0,3752.721687266438,,Low_spent_Small_value_payments,Stocks,199002,58,3,7.0,0.8806103546777049
Engaged,Doctor,1,6,37.9037227441535,1424.3,416.00835618622716,Poor,Bad,3.0,sdv-pii-7d67a,3.0,0.0,,Low_spent_Small_value_payments,Vehicle,136125,85,4,9.0,0.9252021270313939
Divorced,Musician,8,1,30.502450079262786,35.54,114.71868305065493,Standard,Standard,7.0,sdv-pii-skqdm,14.0,4609.515228949205,,Low_spent_Small_value_payments,Bonds,0,90,-5,,5.727328311234631
Widowed,Entrepreneur,4,1,31.065927800979896,890.53,486.09006907950936,Poor,Bad,7.0,,6.0,1013.34241481342,,High_spent_Small_value_payments,Bonds,84903,1,0,3.0,5.152604891568995
Separated,Scientist,8,1,40.05117381529863,444.59,508.46357655508194,Standard,Standard,0.0,sdv-pii-u94g8,15.0,81050.0,,!@9#%8,Stocks,43870,73,2,13.0,6.489670881788468
Single,Entrepreneur,8,1,25.317492488737862,1362.27,518.064896204,Standard,Standard,-7.0,sdv-pii-5yilq,5.0,3500.679635929394,,Low_spent_Medium_value_payments,Property,121140,46,-5,8.0,-0.15924215673436048
In a Relationship,Lawyer,8,1,34.261976374658026,1290.73,609.0684272417598,Good,Standard,-3.0,sdv-pii-bngq6,13.0,0.0,,High_spent_Small_value_payments,Property,0,1,16,2.0,5.83891237793614
Divorced,Entrepreneur,3,11,29.237583986425488,1317.29,472.88576251168365,Standard,Good,4.0,sdv-pii-qokj7,9.0,4575.096755095632,,Low_spent_Large_value_payments,Vehicle,127270,32,22,11.0,1.3030810322222006
Single,Scientist,12,8,32.71272141088233,2118.92,257.03861350736867,Poor,Good,4.0,sdv-pii-5l9zg,4.0,3609.204822222611,,Low_spent_Large_value_payments,Property,70734,67,6,3.0,3.4889255769158227
Single,Lawyer,2,27,32.45056383257244,4984.82,407.2119296120321,Poor,Standard,-4.0,sdv-pii-phg2c,6.0,0.0,,High_spent_Medium_value_payments,Property,98530,1,-5,8.0,0.5202611824775616
Single,Musician,6,1,29.6808454496317,4929.36,490.5982466494385,Standard,Standard,-6.0,sdv-pii-cw4zx,6.0,0.0,,Low_spent_Small_value_payments,Bonds,67541,64,19,24.0,6.151632354224343
In a Relationship,_______,6,28,34.097684585588866,4298.0,274.2931570517377,Poor,Good,-1.0,sdv-pii-cn14s,5.0,0.0,,Low_spent_Medium_value_payments,Vehicle,127165,46,-4,26.0,7.364676088797529
Divorced,Engineer,1,14,26.7623573347926,742.64,92.51053341536488,Poor,_,9.0,,0.0,899.827521228388,,Low_spent_Small_value_payments,Property,20921,56,28,3.0,10.240758725622213
Engaged,Writer,13,1,32.6492422851914,4984.82,493.8122161528613,Good,Good,-3.0,sdv-pii-mvpja,0.0,0.0,,High_spent_Medium_value_payments,No Collateral,6054,62,-1,18.0,-0.7286347877813837
Divorced,Scientist,5,20,32.334886199872265,4984.82,481.79589065941025,Standard,Bad,-5.0,sdv-pii-0jd24,15.0,848.6887914284023,,Low_spent_Small_value_payments,Property,72085,44,13,14.0,3.9298506297920204
Engaged,Scientist,11,1,34.790066823155875,2436.8,516.2327067115195,Standard,Standard,9.0,sdv-pii-76vad,8.0,900.1857312297741,,!@9#%8,No Collateral,116450,100,13,4.0,2.6476937356663317
Single,Scientist,4,1,34.9302763102381,2055.69,576.6049760531782,Good,Standard,-2.0,sdv-pii-nlk9y,0.0,643.1231852285152,,Low_spent_Medium_value_payments,No Collateral,43489,53,-5,11.0,9.601703591750693
Single,Media_Manager,0,1,23.25164255791587,1430.61,1120.751173160778,Poor,Standard,-0.0,sdv-pii-zjrmv,1.0,534.9710428524771,,Low_spent_Small_value_payments,Bonds,102491,1,16,19.0,0.3842830410157845
Separated,Scientist,2,1,38.811572039653164,2125.23,309.00151899797106,Poor,Standard,-3.0,,12.0,0.0,,Low_spent_Small_value_payments,Vehicle,0,69,19,7.0,3.6270422025293296
Single,Writer,9,1,39.837575220346594,1472.33,617.0377379941785,Poor,Good,1.0,sdv-pii-wyhc9,2.0,1499.8477459734033,,High_spent_Medium_value_payments,No Collateral,98598,97,-5,15.0,7.479967637977584
Separated,Entrepreneur,8,1,31.46390106280938,4050.05,418.49910026817275,Good,Bad,-0.0,,4.0,1310.1681655760585,,Low_spent_Medium_value_payments,Vehicle,129769,95,-5,15.0,7.360393316605632
Divorced,Lawyer,5,1,29.30591476518213,4324.64,382.4278131045149,Poor,Good,0.0,sdv-pii-w0f26,8.0,2467.579945589932,,High_spent_Small_value_payments,Property,115018,14,22,6.0,3.3440439389377126
Single,Musician,10,1,34.41907144623796,4984.82,550.4236404413732,Standard,Good,7.0,sdv-pii-l885t,15.0,5070.728841331198,,Low_spent_Small_value_payments,Bonds,93687,69,17,14.0,2.2575135718415638
Single,Writer,7,1,36.599694086218854,2143.32,348.0288127812448,Poor,Standard,4.0,sdv-pii-h6eyb,15.0,141.55330748587082,,High_spent_Small_value_payments,Vehicle,74794,78,11,5.0,2.6286921365675155
Married,_______,3,1,40.78894656786551,927.83,356.0097059942532,Poor,Standard,-1.0,sdv-pii-14wsn,10.0,576.8817206627962,,Low_spent_Small_value_payments,Bonds,0,67,25,21.0,0.09184665986990126
Married,Teacher,5,7,37.013752962032775,3498.45,772.6366497085194,Good,Bad,-5.0,sdv-pii-vzchs,6.0,2493.288047432402,,High_spent_Small_value_payments,Property,136500,69,-1,16.0,-0.7282023151799786
Widowed,Entrepreneur,2,1,29.84978846811966,2013.81,635.3614167686625,Poor,Standard,1.0,sdv-pii-ep5b2,4.0,2833.579367489318,,High_spent_Small_value_payments,No Collateral,47450,95,-5,15.0,-0.31403484626183253
Divorced,Engineer,0,25,41.51328788148247,1826.04,306.19662076734096,Good,Bad,2.0,sdv-pii-sv6ap,15.0,81050.0,,!@9#%8,Vehicle,0,84,21,6.0,8.747260690898068
Separated,Musician,3,1,40.05794937432676,4984.82,403.9012553563117,Poor,Bad,-1.0,sdv-pii-54t81,10.0,1337.7253182515033,,Low_spent_Small_value_payments,Bonds,40490,92,-4,10.0,1.844754292084124
Separated,Mechanic,6,1,41.51328788148247,4984.82,304.59570126156603,Standard,_,-6.0,sdv-pii-sg6el,5.0,0.0,,!@9#%8,Vehicle,199002,76,31,9.0,3.934891058163295
Engaged,Lawyer,6,14,39.249410211381374,4563.99,643.7649818569382,Poor,Standard,-4.0,sdv-pii-effpu,5.0,3522.5382397403805,,Low_spent_Medium_value_payments,Bonds,99166,78,-5,10.0,2.4024449574348665
Single,Musician,11,1,28.619627096882308,35.54,535.3759639147712,Standard,Good,-1.0,sdv-pii-xfyk4,6.0,847.4951025645456,,Low_spent_Small_value_payments,No Collateral,0,27,54,13.0,8.462204451378641
Separated,Entrepreneur,0,4,39.47134513435826,3447.83,345.86549933274466,Good,Bad,-8.0,sdv-pii-gl1q1,15.0,2747.7345279649494,,Low_spent_Small_value_payments,Stocks,199002,42,5,13.0,0.7456337985351311
Single,Scientist,6,1,38.4703113425837,2422.74,405.2509511976815,Poor,Standard,3.0,sdv-pii-h1dvf,10.0,2585.8067281077288,,!@9#%8,Property,199002,78,2,26.0,5.815202332884765
Widowed,Engineer,0,1,37.231811303761646,1134.55,459.0831753738166,Good,Good,9.0,sdv-pii-3yr9m,6.0,2029.3725524723382,,Low_spent_Small_value_payments,Property,0,18,60,,2.512195824516543
Single,_______,5,1,35.78065937831685,1061.97,104.11527956359251,Standard,Bad,-2.0,sdv-pii-6kfv2,11.0,2892.667009309482,,High_spent_Small_value_payments,Vehicle,23749,72,-5,14.0,3.083096471605426
Single,Entrepreneur,7,1,24.20153039009142,1887.84,588.5804363142022,Good,Bad,-84.0,sdv-pii-gbgxk,2.0,4866.183222931868,,Low_spent_Small_value_payments,Vehicle,79761,86,-5,19.0,-3.44
Married,Entrepreneur,4,1,33.04882540147511,2010.95,613.5133535220268,Standard,Standard,-1.0,sdv-pii-auijw,10.0,818.4323827898747,,Low_spent_Small_value_payments,Vehicle,77721,39,31,11.0,9.57732676283036
Separated,Accountant,7,1,25.690817952183103,1529.95,531.9422542805104,Standard,Standard,-2.0,sdv-pii-8up6c,0.0,0.0,,!@9#%8,Property,102374,53,18,3.0,-3.44
Divorced,Architect,9,1,38.00349448031811,1459.42,520.0548307698245,Poor,Standard,2.0,sdv-pii-h4phg,5.0,0.0,,Low_spent_Small_value_payments,No Collateral,15367,30,3,23.0,2.7531288313047
Single,Lawyer,10,1,23.206098547002703,347.3,616.707675554341,Standard,Standard,-7.0,sdv-pii-csqnq,10.0,3067.571665103439,,Low_spent_Small_value_payments,Vehicle,134950,113,-5,17.0,6.554174966249759
Engaged,Musician,9,1,35.665253960506384,1156.1,223.40378235251347,Poor,_,6.0,sdv-pii-o19ef,6.0,3221.9015720450975,,Low_spent_Medium_value_payments,Stocks,143669,11,0,9.0,3.442919977338372
Single,_______,9,1,27.17875394771392,3869.32,633.0640696289906,Standard,Good,4.0,sdv-pii-ghiuv,5.0,1097.1121423788036,,High_spent_Small_value_payments,Property,1410,56,-5,9.0,3.1809861806222077
Single,Manager,2,1,32.84117615882781,1589.16,344.11352968593644,Good,Good,-6.0,sdv-pii-hhalo,0.0,0.0,,Low_spent_Small_value_payments,Stocks,190229,25,5,1.0,1.9003681460597983
Married,Writer,0,1,37.91674146649547,2356.19,531.342755165266,Poor,Bad,7.0,sdv-pii-uqj2a,11.0,666.9672085555383,,Low_spent_Medium_value_payments,Bonds,199002,42,0,1.0,6.159008433128892
Separated,Musician,8,1,39.07481722731667,1277.06,510.3905864516081,Poor,_,-1.0,sdv-pii-gkxg9,2.0,0.0,,High_spent_Large_value_payments,Vehicle,199002,70,21,9.0,2.451252011049175
Single,Accountant,9,6,29.05183593003986,1708.15,587.2756633351623,Good,Bad,0.0,sdv-pii-fatyu,7.0,3042.4791384719097,,Low_spent_Small_value_payments,Bonds,177473,31,22,11.0,2.9353307985492387
Married,Journalist,5,1,39.941876928593096,4014.38,429.7316373873242,Good,_,-1.0,sdv-pii-ja4dg,2.0,0.0,,Low_spent_Small_value_payments,Vehicle,199002,20,9,24.0,10.4820025731491
In a Relationship,Entrepreneur,0,1,28.401520568621393,1651.1,329.54265921930414,Good,Good,0.0,sdv-pii-b8bu7,8.0,0.0,,!@9#%8,Vehicle,116511,79,8,17.0,-1.2591327433665294
Single,Scientist,9,1,31.427603262807096,3645.95,538.2344197146314,Standard,_,-0.0,sdv-pii-hfp9j,4.0,0.0,,Low_spent_Small_value_payments,Vehicle,199002,71,21,16.0,1.0463170076768105
In a Relationship,Writer,4,17,25.93705542764923,1654.73,491.4064310524419,Poor,_,3.0,sdv-pii-m7az6,13.0,2260.321249204386,,High_spent_Medium_value_payments,No Collateral,26821,104,18,3.0,0.5045827240735852
In a Relationship,Engineer,3,1,37.326711254046664,922.56,247.20522380888298,Standard,Standard,1.0,sdv-pii-f9q0j,5.0,3583.728206973175,,!@9#%8,Stocks,10327,37,-5,1.0,3.741707802341228
Divorced,Entrepreneur,6,1,25.593419818118505,3721.19,445.6125601486826,Standard,_,9.0,sdv-pii-4ajzs,0.0,0.0,,High_spent_Large_value_payments,No Collateral,152651,28,62,4.0,0.5588049714269498
Single,Musician,12,1,35.929865320223705,1602.21,833.4131871622243,Good,Good,1.0,sdv-pii-bq64p,0.0,2134.753034736077,,Low_spent_Small_value_payments,Stocks,142216,52,-5,17.0,3.3337554688144273
Single,Architect,7,1,32.07353570388247,1911.46,486.9915287209917,Standard,Good,-5.0,sdv-pii-w3jpd,8.0,3550.5050582354174,,Low_spent_Medium_value_payments,Property,199002,10,4,11.0,-0.09821576222577466
Engaged,_______,11,15,29.84865736757039,752.93,444.8521628173524,Poor,_,-100.0,sdv-pii-qtnja,12.0,765.380702211962,,!@9#%8,Stocks,129619,54,-5,9.0,5.354739899094132
Widowed,Engineer,10,12,31.95665574481012,1177.0,249.52226866895018,Standard,Standard,6.0,sdv-pii-kdu37,10.0,249.9386426782037,,Low_spent_Small_value_payments,Bonds,133343,33,8,23.0,2.347185969780897
Engaged,Engineer,6,15,36.07816934398642,2366.39,525.573081814487,Poor,Standard,6.0,sdv-pii-j42cz,5.0,2221.084271685095,,Low_spent_Medium_value_payments,Bonds,176612,61,38,1.0,0.45571995313026115
Single,Architect,2,1,29.343519629075296,1478.36,666.3138467808511,Standard,Bad,-3.0,sdv-pii-smctw,10.0,630.8592614943215,,Low_spent_Small_value_payments,Bonds,199002,82,25,6.0,-0.7403860648594387
Single,Entrepreneur,8,1,37.42895748527356,1425.62,355.2384045677042,Poor,Standard,-1.0,sdv-pii-ignlo,15.0,4329.6692953649,,Low_spent_Small_value_payments,No Collateral,0,101,21,19.0,1.193864454527688
Married,Musician,1,1,38.21291910586577,1743.17,588.3574048550837,Poor,Standard,-9.0,sdv-pii-4aqqg,14.0,429.877356803936,,High_spent_Small_value_payments,Vehicle,138183,11,3,9.0,2.955108566530175
Married,Scientist,2,17,39.840922886147474,1967.38,907.5944595003726,Standard,Good,-1.0,sdv-pii-6dtkq,0.0,3078.4890826525934,,High_spent_Large_value_payments,Vehicle,73574,68,-2,1.0,5.199555695835098
Single,Mechanic,7,2,36.51061223205574,3806.26,499.8840007777385,Standard,Standard,1.0,sdv-pii-li8zs,5.0,2031.850699124552,,Low_spent_Medium_value_payments,Property,34522,1,14,17.0,3.6326063074631936
Divorced,Musician,5,1,30.699596476283997,3459.31,306.9636759328756,Poor,Bad,-6.0,sdv-pii-2gp8u,0.0,4410.457771859727,,High_spent_Small_value_payments,Vehicle,189409,91,19,19.0,3.184747100330739
Divorced,Architect,5,1,34.11054316334872,1616.54,384.1548371210458,Poor,Standard,-78.0,sdv-pii-fttgn,9.0,4555.089699554822,,Low_spent_Small_value_payments,Property,173276,58,-5,15.0,0.7275874437670922
In a Relationship,Doctor,13,22,39.05075587937285,1039.33,477.86923552240046,Standard,Bad,-1.0,sdv-pii-9zkk8,8.0,0.0,,Low_spent_Small_value_payments,Stocks,143830,120,-5,11.0,
Married,Architect,7,1,34.33946231164725,2051.67,324.1218588147892,Poor,Good,9.0,sdv-pii-hfrdl,1.0,1038.8659646585413,,High_spent_Small_value_payments,Vehicle,68625,1,22,17.0,1.1964121957270653
Single,_______,2,1,38.388698932145296,1086.86,490.3250287152059,Good,Bad,8.0,sdv-pii-kt72d,4.0,1005.4809130952987,,!@9#%8,Property,195602,92,2,1.0,6.186209434163688
Single,Developer,1,1,35.1497432207371,2729.73,373.4961154504625,Standard,Standard,-4.0,sdv-pii-no6g4,7.0,119.76966446778763,,Low_spent_Medium_value_payments,Stocks,0,38,19,7.0,13.208021655825645
Divorced,Architect,9,1,24.237949737337637,35.54,264.3644318940175,Poor,_,7.0,sdv-pii-4342b,15.0,2447.275781140652,,Low_spent_Small_value_payments,Bonds,62981,52,-5,2.0,-3.44
Widowed,Manager,0,15,39.99152515377473,3007.94,312.52756177019205,Standard,_,7.0,sdv-pii-jcw67,8.0,0.0,,High_spent_Small_value_payments,Vehicle,103361,103,12,7.0,-1.1448538483500572
Married,Musician,2,1,41.51328788148247,3278.32,248.22155960097405,Poor,Standard,-1.0,,11.0,5000.587714693653,,Low_spent_Medium_value_payments,Stocks,188737,45,2,3.0,5.2382999926060645
Single,Lawyer,0,1,27.45353045744455,1683.52,595.9714029010868,Standard,Bad,-2.0,sdv-pii-3m90f,2.0,0.0,,Low_spent_Medium_value_payments,Stocks,145528,87,-1,6.0,3.3874218694807112
Married,Entrepreneur,9,1,35.96308613168076,739.85,418.2872115883851,Good,Bad,-2.0,sdv-pii-pnv4t,8.0,2733.606267359736,,High_spent_Large_value_payments,Vehicle,73195,19,-4,7.0,0.6815170821708039
Single,Architect,0,6,29.269170645424197,1177.63,508.60035511354096,Standard,Good,-1.0,sdv-pii-306nn,1.0,2001.195088067122,,High_spent_Large_value_payments,Bonds,163232,22,-1,14.0,5.244870135212146
Separated,Teacher,3,1,41.51328788148247,1303.64,473.9470776965523,Standard,Good,-1.0,sdv-pii-3j5vl,11.0,3699.4470458293863,,High_spent_Medium_value_payments,No Collateral,115129,115,-5,22.0,5.502018377172203
Single,Entrepreneur,4,1,33.01414140709453,1501.22,172.82384276092716,Good,Good,8.0,,9.0,722.5315693138671,,!@9#%8,Bonds,152006,105,23,9.0,1.6653338798303663
Engaged,Entrepreneur,2,1,36.986234148783836,1310.32,139.42081784688426,Standard,Standard,3.0,sdv-pii-86duu,0.0,2140.16093358138,,High_spent_Small_value_payments,Bonds,109689,101,-4,22.0,3.1088348927535714
Single,Architect,6,1,41.51328788148247,2565.51,647.8178129529086,Standard,Standard,5.0,sdv-pii-5nwib,15.0,409.23797599922966,,High_spent_Small_value_payments,Stocks,64950,93,13,23.0,-0.8211301970574896
Engaged,_______,4,5,27.189046671774697,1653.98,403.11082779500384,Standard,Bad,7.0,sdv-pii-czipm,3.0,27950.754285094423,,High_spent_Medium_value_payments,Bonds,21082,58,26,14.0,2.0743269334669874
Single,Entrepreneur,5,1,41.51328788148247,241.39,348.7714093027535,Poor,Standard,-4.0,sdv-pii-ufqco,11.0,1715.568362427753,,Low_spent_Medium_value_payments,Stocks,89771,92,-5,16.0,-0.17534181161363183
Engaged,Manager,3,1,39.63188463825933,2120.39,381.4163954613618,Standard,Standard,8.0,,7.0,5187.956132257196,,High_spent_Small_value_payments,Bonds,199002,46,23,1.0,0.674336179743193
Widowed,_______,9,2,41.51328788148247,2076.32,1120.751173160778,Standard,Standard,1.0,sdv-pii-34nyk,13.0,836.2593478907071,,!@9#%8,No Collateral,8242,39,0,17.0,1.6355390381394477
Married,Accountant,0,1,32.66645932298904,1289.5,442.16424979858647,Poor,Bad,-3.0,,5.0,0.0,,Low_spent_Small_value_payments,Vehicle,137552,106,-4,6.0,0.6643641044525301
Married,Scientist,4,1,26.75122552528101,1085.11,566.7484277146743,Good,Good,-4.0,sdv-pii-6chb6,0.0,1312.2456888537208,,Low_spent_Medium_value_payments,Bonds,24988,95,2,14.0,1.3449904131647248
Single,Scientist,0,8,41.51328788148247,925.95,443.9100766275549,Standard,Bad,-0.0,sdv-pii-7k5ga,2.0,81050.0,,High_spent_Medium_value_payments,Bonds,95212,82,-5,7.0,-0.3550308609894275
Separated,Teacher,8,11,41.51328788148247,4004.16,892.7581840377943,Standard,_,-4.0,sdv-pii-xrtz3,10.0,577.8983929001715,,High_spent_Medium_value_payments,Vehicle,50451,98,-5,19.0,6.643837497578746
Separated,Engineer,7,4,40.34534304126362,2385.73,397.05000379579303,Standard,Standard,-5.0,sdv-pii-t3t8s,7.0,0.0,,High_spent_Medium_value_payments,Bonds,199002,114,-5,2.0,4.095242877863111
In a Relationship,Engineer,11,1,29.255358115757833,4320.76,537.0755957888774,Standard,Good,-5.0,sdv-pii-0mu9v,15.0,0.0,,High_spent_Small_value_payments,Bonds,172082,108,62,5.0,1.8055684272479882
Separated,Lawyer,10,1,39.33389984552983,4984.82,591.0178784652567,Poor,_,3.0,,8.0,2182.6432015664072,,!@9#%8,Stocks,68348,21,23,1.0,2.3510072499291947
Single,Media_Manager,8,2,27.873417189565686,1904.38,559.3184928059361,Standard,Bad,0.0,sdv-pii-ja1xw,14.0,0.0,,!@9#%8,Bonds,1066,77,10,15.0,1.082296472888424
Married,Engineer,6,1,37.02487151772255,,603.8649879784147,Good,Good,1.0,sdv-pii-9t512,8.0,2579.504746744241,,High_spent_Small_value_payments,Stocks,29373,61,2,20.0,3.565734568169522
Engaged,Mechanic,10,1,36.43615787274762,3519.41,512.4661709266513,Standard,Good,3.0,sdv-pii-hoxj2,11.0,0.0,,Low_spent_Small_value_payments,Vehicle,31577,11,27,26.0,
Married,Scientist,9,1,33.607053101189614,1030.57,349.70068820559766,Standard,Standard,1.0,sdv-pii-lmn8i,3.0,1499.0179078742674,,Low_spent_Medium_value_payments,No Collateral,72887,76,12,11.0,9.902994771961739
Single,_______,8,1,27.827054943726267,3176.59,611.2650245615528,Standard,Good,0.0,sdv-pii-nb83g,12.0,0.0,,High_spent_Small_value_payments,Bonds,58133,42,1,,-0.4781588617962891
Separated,Media_Manager,10,1,27.964698092213506,1037.38,391.0850868414532,Poor,Standard,-0.0,sdv-pii-ugq13,15.0,81.6062835303644,,Low_spent_Medium_value_payments,Bonds,167427,59,26,,-3.44
Single,Architect,13,1,27.445231302142652,929.93,562.677582249414,Standard,Good,-2.0,sdv-pii-w7blo,2.0,3479.67050524106,,Low_spent_Medium_value_payments,Stocks,193672,15,3,1.0,2.855718047206726
Married,Journalist,6,1,26.007184739250288,955.51,456.04932443865107,Good,_,7.0,sdv-pii-3bfo7,3.0,2668.4186782338447,,High_spent_Large_value_payments,Vehicle,114713,1,9,15.0,1.192186301641871
In a Relationship,Accountant,8,5,37.911536249252904,2080.29,567.6714066131956,Good,_,-8.0,sdv-pii-seq14,12.0,0.0,,Low_spent_Medium_value_payments,Property,89917,29,-2,13.0,2.2099468920993814
Separated,Journalist,2,1,41.10168007065033,4984.82,481.36226443963733,Poor,Standard,-3.0,sdv-pii-4oidw,7.0,4477.006722616082,,!@9#%8,No Collateral,114132,83,49,7.0,-2.126915509006291
Widowed,Engineer,7,1,34.38151162378802,1906.26,549.703015420484,Good,_,-6.0,sdv-pii-lrnny,13.0,0.0,,High_spent_Medium_value_payments,Property,64622,11,-5,15.0,-0.4353924952693875
Engaged,Architect,4,14,39.76784557683998,1967.29,361.621781878968,Good,Standard,5.0,sdv-pii-0drde,0.0,733.3648060056216,,Low_spent_Small_value_payments,Stocks,37190,83,-5,21.0,1.4354833151039612
In a Relationship,Writer,8,1,33.5271758730325,98.45,502.69802364581415,Standard,Good,-6.0,sdv-pii-3jde3,10.0,3185.6646194346376,,High_spent_Small_value_payments,Property,113518,61,-3,5.0,8.683423058654968
Married,Entrepreneur,8,1,30.859888197277527,3654.4,516.377211097812,Standard,Bad,-6.0,sdv-pii-gmpb2,6.0,3697.5445153928868,,Low_spent_Small_value_payments,Vehicle,0,38,10,,0.4504692581721077
Engaged,_______,4,1,34.139205037912944,2065.24,332.2343988778501,Standard,Good,5.0,sdv-pii-36ata,5.0,2421.9536625236206,,Low_spent_Large_value_payments,Bonds,24967,96,9,17.0,1.2425985449730481
Separated,Mechanic,5,1,28.310462394832804,2893.93,424.9873761060505,Poor,Bad,8.0,sdv-pii-wuzaa,8.0,2850.7059306328783,,High_spent_Large_value_payments,Vehicle,169617,12,28,8.0,1.0750558733225821
Separated,Musician,0,1,38.73308345904562,4984.82,352.22578395617904,Standard,Bad,2.0,sdv-pii-k33oo,4.0,1300.4164483703976,,Low_spent_Large_value_payments,Stocks,19681,84,11,13.0,19.845816841968883
Engaged,Teacher,6,1,41.51328788148247,489.9,182.32908577363156,Good,Good,0.0,sdv-pii-rlc1k,7.0,4175.32354261479,,Low_spent_Medium_value_payments,Stocks,83618,55,10,16.0,3.227076312557104
Married,Media_Manager,2,1,39.58137556142006,1462.47,305.29378515906205,Standard,Good,-5.0,sdv-pii-cbu37,10.0,1111.7292117273432,,Low_spent_Small_value_payments,Vehicle,128898,91,30,1.0,2.0919946331771166
Married,Journalist,8,1,24.098063514202043,2662.46,423.32507945197915,Standard,Good,-5.0,sdv-pii-gtr5v,14.0,1736.1589570885033,,Low_spent_Small_value_payments,No Collateral,0,39,-4,26.0,15.217464473985782
Single,Media_Manager,4,1,40.010985187814164,3942.15,520.863015172828,Standard,Standard,-5.0,sdv-pii-2lkdx,11.0,1130.0006345315421,,Low_spent_Large_value_payments,Stocks,126559,43,34,15.0,6.8578456855091146
Married,Musician,0,1,30.74307483057818,1073.83,331.32739768221643,Good,Bad,3.0,sdv-pii-ggg77,1.0,0.0,,!@9#%8,Property,0,115,1,6.0,2.4487868508910173
Widowed,Entrepreneur,4,1,41.51328788148247,4121.31,299.1952855794133,Good,Standard,9.0,sdv-pii-jvnci,6.0,3114.7673721546666,,Low_spent_Small_value_payments,Property,56982,50,-5,20.0,5.150259788988834
Engaged,Accountant,2,1,29.260715084249455,3248.17,521.9000348275663,Good,_,2.0,sdv-pii-ltf1z,6.0,734.9890874904495,,Low_spent_Small_value_payments,No Collateral,48882,37,19,16.0,-0.03654463862429669
Widowed,Architect,7,29,33.1811950913236,1265.51,1120.751173160778,Standard,_,-2.0,sdv-pii-7gi7a,12.0,0.0,,!@9#%8,Property,132135,86,32,6.0,4.97760542168197
Engaged,Journalist,12,1,38.92298485574711,2817.17,601.8254448042733,Standard,Good,4.0,sdv-pii-5oe8z,10.0,1059.6890793346163,,High_spent_Small_value_payments,No Collateral,63067,112,4,20.0,5.796819096642788
Single,_______,3,1,41.51328788148247,2069.97,554.3761739610452,Poor,Standard,-7.0,sdv-pii-tvaq5,10.0,2259.742188247704,,Low_spent_Small_value_payments,Property,61036,52,16,14.0,5.164716114312922
In a Relationship,Writer,9,1,36.34146825953721,4984.82,491.39128089249505,Standard,Standard,-0.0,sdv-pii-cxr2l,7.0,0.0,,Low_spent_Small_value_payments,Property,196247,99,6,5.0,0.7676016821024749
Engaged,Scientist,3,26,40.145598458607566,4189.44,287.11282417318426,Poor,Bad,1.0,sdv-pii-wfki7,0.0,1587.5286324335934,,Low_spent_Medium_value_payments,No Collateral,186783,1,24,17.0,3.7577729655406324
Separated,Accountant,7,1,39.31862748763433,4492.97,434.35832789998864,Good,Standard,3.0,sdv-pii-kmkzz,1.0,1962.6251846362397,,!@9#%8,Vehicle,48514,48,-5,18.0,11.566493054434975
In a Relationship,Accountant,9,1,41.51328788148247,,358.66837063010416,Good,Standard,-4.0,sdv-pii-1izo1,12.0,844.2803411156361,,Low_spent_Small_value_payments,Stocks,109639,80,-5,11.0,1.78802675482968
Widowed,Writer,4,1,35.9919026938627,1465.82,261.53031873299403,Standard,Bad,-1.0,sdv-pii-swnq9,3.0,2696.1285190526855,,High_spent_Small_value_payments,Stocks,65021,50,3,10.0,-3.0164106212948214
Single,Manager,3,1,23.405273533043683,2118.07,555.2748322047927,Good,Good,1.0,sdv-pii-225zn,15.0,1853.116524796725,,Low_spent_Large_value_payments,No Collateral,128818,17,-2,9.0,1.7557697378375154
Single,Scientist,10,1,24.319937663556964,2126.42,627.7852564355615,Standard,Good,-4.0,sdv-pii-lvopf,5.0,0.0,,Low_spent_Small_value_payments,Bonds,191780,7,32,1.0,0.23920970889379944
